35.710556,-0.602052
35.711606,-0.6051
35.714448,-0.60162
35.71315,-0.60274
35.700638,-0.632113
35.692489,-0.629673
35.716966,-0.601131
35.716966,-0.601131
35.716966,-0.601131
35.716966,-0.601131
35.716966,-0.601131
35.716966,-0.601131
35.716966,-0.601131
35.709242,-0.601685
35.709242,-0.601685
35.702834,-0.606952
35.702909,-0.606267
35.703019,-0.605368
35.703405,-0.603564
35.703764,-0.601433
35.703812,-0.60097
35.703567,-0.602537
35.653004,-0.615067
35.653005,-0.615063
35.659436,-0.609315
35.655238,-0.61624
35.659797,-0.619197
35.659797,-0.619202
35.662422,-0.626487
35.662422,-0.626487
35.662422,-0.626487
35.662422,-0.626487
35.669614,-0.622637
35.66654,-0.624876
35.669931,-0.627375
35.669614,-0.622637
35.669893,-0.62736
35.670167,-0.628042
35.713202,-0.600738
35.713873,-0.601037
35.714422,-0.602042
35.716177,-0.605181
35.715551,-0.605937
35.714903,-0.607132
35.714308,-0.610647
35.712029,-0.607979
35.712331,-0.608055
35.71253,-0.608077
35.713961,-0.608386
35.714093,-0.60844
35.711793,-0.610145
35.711998,-0.609713
35.711007,-0.606516
35.711309,-0.605364
35.718237,-0.596237
35.718202,-0.596272
35.719075,-0.595951
35.71951,-0.59604
35.719555,-0.59601
35.718743,-0.596005
35.719085,-0.599555
35.718839,-0.599543
